Item,PRO1Gender,PRO2City,PRO3Age,PRO4Marital,PRO5Retirement,PRO6Religion,PRO7Education,PRO8AnnualIncome,PRO9Career,PRO10CommunityCare,PRO11Long-termCare,PRO12LivingWithChildren,PRO131RetirementIncome,PRO132RetirementIncome,PRO133RetirementIncome,PRO134RetirementIncome,SA11,SA12,SA13,SA14,SA15,SA16,SA21,SA22,SA23,SA24,SA25,SA31,SA32,SA33,SA34,SA35,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PP1,PP2,PP3,PP4,PP5,PP6,PP7,PP8,PP9,PP10,PP11,CB1,CB2,CB3,CB4,CB5,CB6,CB7,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8
342,2,1,1,1,1,6,2,2,8,0,0,0,1,2,3,4,5,3,4,2,4,4,4,4,4,4,4,5,4,4,4,4,3,2,2,4,4,4,2,3,2,5,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,5,4,4,2,2,3,0,1,0,0,0, , , , 
343,2,14,1,1,0,2,3, ,10,1,0,1,1,4,99,99,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,2,1,5,5,4,1,1,2,1,2,4,2,1,2,2,1,4,4,5,4,2,2,0,0,0,0,0,1,0,3, 
344,2,14,2,4,1, ,1,1,11,0,0,1,1,99,99,99,5,4,4,5,4,4,4,5,2,1,1,4,4,1,5,2, ,4, , , , ,2,4,1,2,2,3,3,3,2,4,2,1,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,0,0,0,0,0,0, ,5, 
345,1,5,1,1,1,6,4,5,12,0,0,1,2,3,4,99,5,5,5,1,4,4,4,4,4,4,4,4,5,4,5,2,4,4,4,4,2,5,2,2,4,4,4,4,2,5,5,4,4,4,2,4,1,1,1,2,1,4,2,2,2,2,1,4,4,5,4,4,4,2,3,0,0,0,2,0,7,0
346,2,14,2,1,1,6,1, ,7,0,0,1,1,2,99,99,5,4,4,2,5,4,5,5,4,2,2,5,5,1,5,1,4,4,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,2,1,2,1,1,1,2,4,1,1,1,1,5,5,5,5,3, ,0,0,0,0,0,0,0,0,0
347,1,3,1,1,1,6,1, ,7,0,0,1,2,4,99,99,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4, , ,4,4,4,1,4,4,4,4,4,4,5,4,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,0,0,0,0,0,3,0, , 
348,2,10,3,3,1,6,1,1,11,0,0,1,1,95,99,99,1,4,4,3,2,2,4,4,4,4,2,4,4,4,4,4,2,4,4,4, ,4,4,4,4,4,1,4,1,4,2,4,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,2,1,0,0,0,0,0,0,0,0,0
349,1,10,3,1,0,6,1,5,6,0,0,1,1,2,4,95,5,2,4,1,5,5,5,5,4,5,5,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,5,5,4,4,4,4,1,1,1,1,1,2,2,1,1,1,1,5,5,5,2,2,4,0,1,0,0,0,0,0,0,0
350,2,4,3,3,1,2,1,3,10,0,0,1,95,99,99,99,2,4,2,2,2,5,5,5,2,1,5,5,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,2,4,0,0,0,0,0,0,0,0,0
351,2,2,1,3,1,6,3,2,1,0,0,1,2,3,99,99,5,4,2,2,4,2,4,4,4,5,4,4,2,2,4,4,5,4,5,5,4,4,4,4,2,4,4,2,2,4,4,4,2,2,4,4,1,1,1,1,1,4,1,1,1,2,1,4,2,5,4,2,1,2,0,3,4,1,7,3,0,1
352,1,9,1,1,1,6,1,4,8,0,0,1,2,99,99,99,1,4,4,4,4,4,5,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,1,1,2,0,2,4,3,0,0,0,0
353,1,3,2,1,1,2,1,5,1,0,0,1,1,2,99,99,5,5,5,2,4,4,5,5,4,5,4,5,5,5,4,4,4,4,5,5,5,5,4,5,4,5,4,5,2,5,2,1,4,4,4,4,1,1,1,2,1,2,1,1,1,1,1,5,5,4,5,4,2,2, ,0,0,0,0,0, , 
354,2,20,2,1,1,6,4, ,12,0,0,0,3,99,99,99,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4, ,2,4,4,4,4,4,4,4,2,2,4,4,4,4,1,1,1,1,1,4,2,1,1,1,1,4,4,5,4,2, ,0,5,2,4,4,0,0,3,1
355,2,3,2,1,1,6,2,5,8,0,0,1,1,2,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,2,4,2,4,4,4,4,4,5,2,4,5,5,5,2,5,5,5,1,2,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,0,0,0,4,1,5,2
356,1,16,3,1,1,4,3, ,2,0,1,1,1,2,99,99,1,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,3,3,4,3,2,2,4,4,5,1,1,2,4,1,2,2,1,2,2,1,4,5,5,2,2,2,4,0,0,0,0,0,0,0,1
357,2,14,1,1,1,2,3,4,10,0,0,0,1,2,99,99,1,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,5,4,5,5,1,1,1,1,1,1,2,1,1,1,1,5,5,5,5,4,4,4,3,0,0,0,3,0, , 
358,1,19,1,1,0,6,5,5,2,0,0,0,2,3,99,99,5,4,4,2,5,4,4,5,4,4,5,5,4,1,4,1,5,5,5,5,5,5,4,4,4,5,5,4,2,4,5,1,4,2,5,4,1,1,1,1,1,5,1,1,1,1,1,5,4,5,4,2,2,3,9,0,0,0,0,0,0,0
359,1,10,3,1,1,2,2,1,1,1,0,1,3,4,99,99,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,2,4,4,5,5,5,5,5,4,4,5,5,1,5,4,4,4,5,5,4,1,1,1,1,2,4,1,1,1,1,1,4,4,4,5,4,4,0,0,0,0,0,2,0,0,0
360,2,1,4,3,1,6,1,2,6,0,0,1,2,95,99,99,5,4,2,2,1,4,1,1,1,1,1,4,4,1,2,1, , , , , , , ,4,4,4,4,2,4,2,2,2,4,4,5,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0
361,1,3,1,1,0,6,2,2,7,0,0,1,3,99,99,99,1,5,4,5,5,4,5,5,5,5,5,5,5,2,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,2,2,0,0,0,0,0,0,0, , 
362,2,10,3,3,1,6,1,1,6,0,0,1,1,2,99,99,5,4,4,2,2,1,1,2,1,1,1,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,2,5,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,0, ,0,0,0,0,0,0,0
363,1,10,1,1,0,6,3,4,5,0,0,1,2,4,99,99,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,4,2, ,4, ,5,3,4,5,5,1,5,5,1,2,4,4,5,1,1,1,2,1,4,1,1,1,1,1,5,5,5,1,2,4,3,0,2, ,4, ,2, ,3
364,1,2,1,1,1, ,3,5,1,0,0,0,2,3,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,2,2,5,4,2,1,1,1,2,2,4,1,1,2,2,1,4,4,5,5,5,5,2,0,2,3,2,9,0,7,2
365,2,20,2,3,1,6,1,2,8,0,0,1,1,2,3,99,5,2,2,2,2,4,4,4,2,2,2,4,4,2,4,4,2,2,4,4,4,4,4,4,2,2,4,4,2,4,4,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,2,4,4,0,0,0,0,0,0,0,0,0
366,1,3,4,3,1,6,1,2,1,0,0,1,95,99,99,99,3,5,4,5,4,4,4,5,5,4,5,5,5,5,4,4,2,2,4,5,4,4,5,5,4,4,4,4,4,5,4,1,1,4,4,4,1,1,2,2,2,2,2,1,1,1,1,5,5,5,5,4,5,0, ,0,0,0,1,0,0,0
367,1,6,2,4,1,2,4,1,1,0,0,0,2,3,99,99,1,4,4,4,2,4,4,4,4,4,5,1,2,2,4,2,4,4,5,4,4,5,4,5,4,1,5,1,4,5,5,2,1,2,4,1,1,1,1,1,1,4,5,1,3,1,1,5,4,5,5,2,4,0,0,1, ,4,0,0,0,0
368,1,1,1,1,1,2,3,5,1,0,0,1,95,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,4,5,5,2,4,4,5,2,5,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,0, ,0,0,0,0,0,0,0
369,2,4,1,1,1,6,2, ,9,0,0,1,2,99,99,99,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,2,2,2,2, , , ,4,4,4,4,4,4,4,4,4,2,4,4,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4, ,4,0,0,0,0,1, , , 
370,1,3,1,1,0,2,2, ,7,0,0,1,95,99,99,99,1,4,4,2,4,2,4,5,4,5,4,5,5,5,4,4,2,2,2,5,2,4,2,4,4,5,4,4,4,5,4,2,2,4,5,4,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,2,4,0, , , ,0, ,0,0, 
371,2,3,1,3,0,6,1,3,4,0,0,1,2,99,99,99,5,4,5,4,4,5,5,5,5,5,2,5,5,4,4,4, ,4, ,4, , ,4,4,4,4,4,4,5,5,5,1,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,5,5,5,5,2,4,0,0,0,0,0, ,0,0, 
372,1,1,1,1,1,2,3,2,7,0,0,1,1,2,3,99,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,1,4,2,2,1,2,1,2,4,4,4,4,2,1,4,0,4,4,1,0,1,0,0
373,1,10,1,1,1,6,3,2,3,0,0,1,1,2,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,2,4,4,5,5,2,4,4,4,4,4,4,4,4,4,4,1,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,4,1,1,1,1,1,2,1,1
374,2,8,1,1,1,4,4, ,5,0,0,1,4,99,99,99,5,4,4,5,2,5,5,5,4,5,5,4,4,1,5,5,4,4,4,4,4,4,4,4,4,4,5,4,1,5,4,1,5,1,1,5,1,1,1,1,4,4,1,1,1,1,4,5,5,5,4,4, ,4, ,0,0,0,9, , , 
375,2,5,1,1,1,2,1,1,10,0,0,0,1,2,3,4,5,5,4,1,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,5,2,5,0,0,0,0,0, , , , 
376,2,7,1,1,0,6,4,1,4,0,0,1,1,2,4,99,5,4,5,5,5,4,4,4,2,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,0,0,0,0,2,2,4,4
377,1,10,2,1,1,6,2,1,7,0,0,1,1,99,99,99,5,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,1,1,1,1,1,4,1,1,2,2,2,4,4,2,2,2,5,2,5,5,1,1,1,1,1,2,1,1,1,1,1,2,4,4,2,4,4,0,0,0,0,0,0,0,0,0
378,2,18,1,1,0,6,3,5,4,0,0,1,1,2,3,4,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,2,5,4,5,4,4,4,4,4,5,5,5,4,2,4,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,5,4,5,4,0,1,0,0,0,2,0,3,1
379,1,3,1,1,1,6,3, ,8,0,0,1,95,99,99,99,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0, , , , 
380,1,12,1,1,1,6,3,2,6,0,0,1,3,4,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,2,0,3,4,2,1,0,0,0
381,2,3,3,3,1,2,1, ,6,0,0,1,2,99,99,99,5,4,4,1,5,1,4,1,1,1,1,5,5,1,5,1, ,3,4,5, , , ,5,1,3,1,1,3,3,3,3,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,3, ,0,0,0,0,0,0,0,0,0
382,1,2,3,1,1,6,1,2,9,0,0,1,2,3,99,99,5,4,4,1,2,2,4,4,4,4,5,5,5,2,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,2,4,4,4,4,2,1,1,1,1,4,4,1,1,1,1,4,4,4,4,4,2,4,2,0,0,0,0,0,5, 
383,2,2,2,1,1,6,2,1,10,0,0,0,95,99,99,99,5,4,4,2,4,3,5,5,2,4,1,4,3,2,4,1,4,4, , ,4, , ,4,2,4,3,2,1,4,2,5,4,2,2,4,1,1,1,1,1,4,1,1,1,1,1,4,4,5,2,2, ,4, ,0,0,0,0,0,0,0
384,2,4,1,1,0,6,3,5,2,0,0,1,2,3,4,99,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,4,3,4,4,2,2,5,4,4,4,3,3,2,1,1,1,1,1,2,4,1,1,1,1,4,4,4,4,2,3,2,1,1,4,4, ,0,0, 
385,2,8,2,1,1,2,1, ,7,0,0,1,1,3,4,99,1,5,5,5,2,4,5,5,4,4,4,5,5,5,2,4, ,1, , , ,4,4,4,5,5,5,5,1,4,4,2,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,3, ,4,1,0,0,0,2,0,0,0
386,1,1,1,1,1,6,5,4,2,0,0,1,4,99,99,99,2,5,5,4,5,5,5,5,4,5,5,5,4,4,4,2,5,4,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,4,4,4,1,1,1,1,1,4,1,1,2,1,1,4,4,5,4,2,2,3,3,0,0,0,2,0,5,0
387,2,6,1,3,1, ,1,5,10,0,0,1,2,99,99,99,5,4,5,2,4,2,4,4,4,4,2,4,4,2,4,5,4,4,4,4,4,2,2,2,2,4,4,5,1,5,5,4,5,4,4,4,1,1,1,1,1,5,5,1,1,1,1,4,5,2,2,2,4,0,1,0,0,0,3,0,5,1
388,2,6,2,3,1,6,1,1,5,0,0,1,1,2,95,99,5,5,5,2,4,4,4,4,4,5,5,5,5,1,5,5,4,4,5,5,5,4,4,4,4,2,2,2,2,4,5,2,5,2,4,4,4,1,1,1,1,2,1,1,1,1,1,4,5,4,2,4,4,4,1,0,0,0,0,0,0,0
389,2,14,1,1,0,2,4,3,12,0,0,0,2,3,4,99,4,4,4,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,1,2,1,1,1,4,1,1,1,1,1,4,4,4,4,4,2,4, ,0,0,0,1,1,0,0
390,1,1,1,1,1,6,1,3,7,0,0,1,1,2,3,4,5,5,4,4,2,5,4,5,5,1,4,5,5,4,5,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,4,2,2,4,2,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,1,1,3,1
391,1,14,1,1,0,4,1,2,6,0,0,1,1,2,4,99,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,2,5,5,5,5,1,2,1,1,1,2,1,1,1,1,1,5,5,5,5,1,1,4,1,0,0,0,0,0,7,1
392,1,1,2,1,1,2,3,1,2,0,0,0,1,99,99,99,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,2,2,4,2,2,4,4,2,2,2,4,2,1,1,1,1,2,2,1,1,1,1,1,4,2,5,4,5, ,4,0,0,0,0,0,0,0,0
393,2,3,2,3,1,2,3,5,4,0,0,1,2,3,4,99,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,1,1,5,5, ,4, ,5,2,4,2,2,1,4,1,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,2,0,0,0,0,0,1,0,0,0
394,2,6,1,3,1,2,1,1,5,0,0,0,2,3,99,99,4,4,4,4,2,4,5,4,4,4,2,5,5,4,2,4,4,5,4,4,4,4,2,4,4,4,4,2,2,4,2,4,4,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,2,4,0,2,0,0,0,1,0,0,0
395,1,15,3,3,1,6,1,5,8,1,1,1,1,2,3,99,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,5,5,5,4,5,4,2,2,5,5,5,4,1,1,1,1,4,2,1,1,1,1,4,4,4,4,2,2,4,1,0,0,0,2,0,0,0
396,1,10,1,1,0,6,3, ,1,0,0,1,3,99,99,99,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4, ,4,4,4,4,4,4,2,5,1,1,4,5,5,1,1,1,1,1,4,1,1,1,1,1,5,5,5,5,2, ,0,0,1,1,1,0,0,0,0
397,1,1,2,1,1,6,2,2,7,0,0,1,1,2,3,99,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,4,5,2,5,5,4,2,2,5,4,4,4,4,4,4,5,4,5,4,4,4,1,2,2,4,1,2,1,1,1,1,1,5,5,5,5,2,2,4,3,0,0,0,2,0,5,4
398,1,8,2,1,1,6,1,1,8,0,0,1,1,99,99,99,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,2,4,2,2,2,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,3,1,1,1,1,1,4,4,4,1,2,1,0,0,0,0,0,3,0,5,0
399,2,7,1,1,1, ,3, ,1,0,0,0,1,2,3,99,4,5,5,2,5,1,4,4,4,4,2,4,4,2,4,1,5,4,5,4,4,4,5,5,2,1,2,4,2,2,2,4,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,4,4,2,2,4,0,1,1,3,2,0,0,3, 
400,1,2,1,1,1,2,4, ,1,0,0,1,2,99,99,99,1,5,5,2,4,4,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,2, ,4, , , , , , , , 
401,2,19,1,3,1,1,1,2,9,0,0,1,2,3,4,99,4,5,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,2,5,4,1,1,4,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,4,2,2,0,0,0,0,0,2,0,5, 
402,2,4,2,3,1,2,1, ,10,0,0,1,1,2,4,99,5,5,5,4,4,4,5,5,3,5,4,4,4,5,5,4, ,4,4,5,5,5,5,5,4,4,4,5,4,5,2,1,2,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,2, ,2,0,0,0,0,1,0,0,0
403,2,5,1,1,0,2,4,4,2,0,0,1,2,99,99,99,5,4,4,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,2,5,5,2,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,0,1,0,0,0,2,3, ,9
404,1,5,2,1,1,2,5,5,12,0,0,1,3,99,99,99,5,5,5,2,2,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,2,5,5,5,5,4,4,5,1,2,4,5,5,5,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,2,2,4,5,0,0,0,3,0,0,0
405,1,3,2,1,1, ,3, ,8,0,0,1,1,2,3,99,5,4,5,1,1,5,4,4,5,5,4,4,4,2,2,1,4,4,4,4,1,5,4,4,4,4,4,4,2,5,4,5,4,1,4,2,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,1,1,0,0,0,0,0,0, ,0,0
406,1,6,2,1,1,6,3,2,1,0,0,1,1,3,4,99,5,5,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2,4,4,4,2,1,2,1,1,2,2,2,1,1,1,1,4,4,5,5,4,4,2,1,0,0,0,7,0,5,9
407,1,12,1,1,0,6,2, ,6,0,0,0,95,99,99,99,1,4,4,2,4,5,5,5,5,5,4,5,5,4,5,2,2,4,4,4,2,5, ,4,4,4,4,4,4,2,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,0,2,0,0,0, , ,0, 
408,1,14,2,1,1,6,1,1,6,0,0,1,2,3,4,99,5,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4, ,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,4,1,1,1,1,1,4,4,4,2,2,4,0,3,0,0,0,3,3,0,0
409,1,13,3, ,1,2,1, ,6,0,0,1,2,99,99,99,5,1,2,2,4,4,2,4,4,5,1,5,5,1,2,4, ,4,4,4,5, , , ,3,3,3,4,4,4,3,4,4,3,4,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1, ,0,0,0,0,0,0,0,0, 
410,2,12,1,1,1,6,1,2,10,0,0,1,2,99,99,99,3,4,4,2,4,5,4,4,4,4,2,5,5,4,4,2, , , , , , , ,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,4,4,4,5,2,2,0,0,0,0,0,3,1,0,0
411,1,11,1,1,0,6,3,5,1,0,0,1,2,99,99,99,1,4,4,5,5,5,5,5,5,5,5,5,5,4,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,4,1,1,1,1,1,4,4,4,2,2,2,0,4,0,0,0,0,0,0,0
412,2,1,2,3,1,2,1,1,10,0,0,1,3,99,99,99,5,5,2,2,5,5,5,5,5,5,4,5,5,5,2,5,4,4,4,4,4,4,5,5,2,2,4,2,4,4,4,4,5,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,1,4,3,1,1,4,3,0,0,0,0
413,1,10,3,1,1,6,1, ,7,0,0,1,1,3,99,99,5,5,5,2,5,4,5,5,5,5,4,5,5,4,5,4,4,4,4,4,4,5,5,5,4,5,5,4,2,5,4,2,2,4,5,2,1,1,1,1,1,2,2,1,1,1,1,5,5,5,4,4,4,3,0,0,0,0, ,0, , 
414,2,1,2,1,1,4,2, ,9,0,0,1,3,99,99,99,5,4,2,1,4,5,2,4,1,4,4,5,5,1,5,4,1,1,1,1,1,1,5,1,5,4,4,5,5,5,5,2,2,5,5,5,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5, ,0,0,0,0,0,1,0,3,1
415,2,16,3,3,1,6,1,2,9,0,0,1,1,2,99,99,4,4,4,4,4,4,4,4,2,2,1,4,4,2,2,2,1,4,4,4,4,4,4,4,2,2,1,3,2,2,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,2,4,0,1,0,0,0,1,0,0,0
416,1,5,2,1,1,2,2,1,7,0,0,1,1,2,99,99,1,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,4,4,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,2,2,0, ,0,0,0,0, ,0,0
417,2,19,1,1,1,6,1,5,3,0,0,1,1,4,99,99,5,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,4,1,2,0,0,0,1,1,0,1
418,1,6,1,1,1,6,3,1,7,0,0,0,2,99,99,99,4,4,5,5,4,5,5,5,4,5,5,5,5,4,5,4,4,4,4,5,4,1,1,5,2,4,4,2,1,1,2,2,2,2,4,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,4,1, ,0, ,0,0,0,3,0, , 
419,2,9,2,3,1,6,4,2,12,0,0,1,3,99,99,99,5,4,5,1,2,2,5,5,5,5,5,5,4,2,5,2, ,2,4,4,4,4, ,5,5,5,5,5,5,2,2,1,2,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,4,0, , , , , , , , 
420,1,2,3,1,1,2,3,5,1,0,0,1,1,3,4,99,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,4,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,4,7,0,0,0,0,0,0,0
421,2,4,3,1,1,6,1,1,6,0,0,1,1,99,99,99,3,5,5,4,4,5,4,5,2,2,1,5,5,5,5,5,4,4,4,4,2,5,4,4,5,4,5,4,4,2,2,1,4,4,4,5,1,2,1,1,1,1,1,1,1,1,1,4,5,4,5,2,2,4,1,0,0,0,2,0,2,0
422,1,16,1,1,1,6,4,3,12,0,0,1,3,99,99,99,5,2,2,1,2,2,2,5,5,4,4,5,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,2,5,4,4,2,0,0,0,0,0,3,2,5,3
423,2,14,1,1,0,2,3, ,3,0,0,0,1,2,4,99,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,4,4,4, ,0,0,0, ,1, ,5
424,2,5,1,1,1, ,3,2,10,0,0,1,1,4,99,99,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,2,4,5,4,4,5,4,2,4,4,4,4,4,5,4,4,4,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,4,2,4,0,0,0,0,0,1,0,9,1
425,2,16,1,1,1,6,4,5,10,0,1,1,95,99,99,99,5,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,2,2,4,5,5,1,2,1,1,2,4,2,1,2,1,1,5,5,5,5,4,4,2,1,0,0,0,2,0,4, 
426,2,4,2,1,1,2,2, ,10,0,0,1,1,99,99,99,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,1,5,4,1,2,2,5,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,4,0,1,0,0,0,0,0,0,0
427,1,5,2,3,1,6,4,2,2,0,0,0,2,99,99,99,5,4,5,2,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2,1,2,4,1,4,4,4,1,1,1,4,5,1,1,1,1,1,4,4,4,4,1,2,2,1,0,0,0,0,0,0,0
